text,target
能讲讲生脉散的作用吗,是
你好，请问，车牌摇号条件？,否
生脉散主要治什么,是
陈皮怎么用,是
请问，火影忍者值得看吗,否
桂枝汤有什么用法,是
公积金贷款能贷多少。,否
杜仲的药用价值,是
请问天王补心丹的作用,是
银行卡被吞了怎么办？,否
问一下甘草的功效,是
Hi，越野跑和路跑的区别,否
你好，请问，二战转折点是什么战役。,否
打疫苗后有什么注意事项,否
你好，请问，iPad有必要买蜂窝版吗,否
请问，618和双十一哪个更划算！,否
你好，请问，今天吃什么。,否
求解答苏子降气汤的功效,是
淫羊藿怎么用,是
乐观锁和悲观锁的区别，谢谢,否
你好，请问，10万左右买什么车好。,否
介绍一下实脾散,是
你好，睡不着有什么办法~,是
讲讲益母草,是
孩子偏科怎么办~,否
请问，失业金怎么领取,否
请问讲讲陈皮,是
最低还款会影响征信吗！,否
红花怎么用,是
什么人不能吃黄精,是
请问定喘汤主要治什么,是
请问，西安兵马俑值得看吗。,否
清热解毒和清热凉血的区别？,是
你好，请问，成都重庆哪个更好玩！,否
想问下能讲讲真武汤的作用吗,是
骑行和跑步哪个好。,否
想问下说说天王补心丹的作用,是
请问，怎么考摩托车驾照！,否
藏红花和什么搭配效果好,是
什么是相对论。,否
你好，请问，离婚财产怎么分割。,否
请问，拼多多和淘宝哪个好！,否
什么人不能吃肉苁蓉,是
请问，银行定期存款利率是多少,否
请问丹参有副作用吗,是
晚安好梦。,否
请问介绍一下真武汤,是
外用杀虫药有哪些,是
你好，请问，蜜月旅行推荐,否
请问菟丝子的药用价值,是
半夏泻心汤主要治什么,是
能讲讲越鞠丸的功效吗,是
请问，火车票退票手续费？,否
讲讲菊花,是
护肝吃什么,是
你好请问，TypeScript有必要学吗,否
请问，行车记录仪推荐？,否
介绍一下薏米,是
请问越鞠丸的功效,是
请问，附近有什么好吃的。,否
你好，请问，唐朝为什么被称为盛世,否
细辛怎么用,是
你好，中国男足还有希望吗。,否
鱼腥草有什么功效,是
求解答清胃散的功效,是
想问下真武汤的作用是什么,是
请问，明朝灭亡的原因是什么,否
你相信星座吗。,否
五味子适合什么人吃,是
说说茵陈蒿汤的作用,是
你好，请问，明朝灭亡的原因是什么？,否
丹参的药用价值,是
怎么去除房间异味,否
鬼灭之刃讲了什么？,否
请问，怎么判断是不是诈骗电话？,否
防诈骗口诀是什么。,否
什么人不能吃莲子,是
请问，三国时期有哪些著名战役,否
杜仲怎么用,是
你好，请问，怎么考摩托车驾照？,否
如何提升阳气。,是
请问丁香柿蒂汤的作用,是
请问，房贷审批要多久。,否
请问，蜜月旅行推荐。,否
介绍一下莲子,是
你好，请问，文艺复兴是什么时候,否
请问，纪录片推荐！,否
想问下说说麻黄汤的适应症,是
你好，请问，纪录片推荐。,否
讲讲连翘,是
什么人不能吃灵芝,是
想问下，剖腹产和顺产哪个好,否
请问，宫崎骏最经典的电影,否
入肝经的中药有哪些,是
你好请问，性温的药材有什么特点，谢谢,是
请问，《新修本草》是什么朝代的,是
你好，请问，鬼灭之刃讲了什么。,否
当归有副作用吗,是
苹果手表值得买吗？,否
请问，支付宝被盗刷了怎么办？,否
肺燥会有什么症状,是
什么是平肝息风药,是
介绍一下甘草,是
二手烟有什么危害,否
你好，频繁跳槽好还是稳定好,否
请问，零食推荐？,否
10万左右买什么车好,否
请问，外卖超时怎么投诉,否
你好，请问，著作权怎么保护？,否
讲讲麻黄,是
想问下，编程适合几岁开始学,否
肉桂是什么药,是
菟丝子的药用价值,是
Hi，烤鸡翅怎么腌制,否
讲讲肉桂,是
想问下，学吉他好还是钢琴,否
公众号怎么注册！,否
肝胆湿热有哪些症状？,是
公众号怎么注册。,否
请问，什么是量子力学,否
闲鱼上怎么卖东西,否
金银花的作用是什么,是
介绍一下决明子,是
白虎汤有什么组成,是
桂枝汤主要治什么,是
你好，补肾吃什么食物，谢谢,是
ETC怎么办理？,否
什么体质不能吃人参。,是
陪我聊聊天吧,否
风湿的症状表现！,是
你好，什么是理财产品的风险等级,否
世界杯什么时候开始,否
生化汤有什么功效,是
纪录片推荐？,否
求解答二陈汤的组成,是
决明子有什么功效,是
你好请问，涌泉穴的作用是什么,是
你好请问，无痛分娩真的不痛吗,否
请问，iPad有必要买蜂窝版吗,否
想问下，眼袋大是哪里出了问题，谢谢,是
你好，请问，自驾游路线推荐！,否
鬼灭之刃讲了什么。,否
去三亚玩几天合适,否
请问，酒店怎么订最便宜！,否
请问，外面打雷了,否
天麻怎么用,是
你好，请问，混动和纯电怎么选。,否
请问当归补血汤的配方,是
莲子适合什么人吃,是
怎么根据体质选食疗,是
跟团游和自由行哪个好,否
求解答导赤散的功效,是
Webpack和Vite的区别，谢谢,否
想问下藿香正气散的用途是什么,是
麦门冬汤有什么作用,是
想问下肾气丸的功效是什么,是
黄芪适合什么人吃,是
何首乌怎么用,是
想问下理中丸它的用途是啥,是
你好，请问苓桂术甘汤它的功效是啥,是
怎么起诉欠钱不还！,否
菟丝子的功效与作用,是
装修预算怎么分配！,否
求解答藿香正气散的用途,是
你好，请问，银行卡被吞了怎么办！,否
中医能治好过敏性鼻炎吗？,是
你好，请问，防诈骗口诀是什么,否
你好，请问，二手车能不能买,否
MBA值得读吗,否
二手车能不能买,否
你好，请问，手机电池不耐用怎么办！,否
独活寄生汤它的用途是啥,是
你好，请问，专利申请流程？,否
港澳通行证怎么办理,否
淫羊藿和什么搭配效果好,是
求解答防己黄芪汤的功效,是
你好，请问，显示器和电视当显示器哪个好！,否
WiFi6和WiFi5区别大吗。,否
请问，汽车打不着火怎么回事。,否
你好，请问，西安兵马俑值得看吗,否
请问，分期付款有利息吗！,否
正当防卫的界限是什么。,否
请问，第一次坐飞机要注意什么？,否
黄精的功效与作用,是
你好，请问，年检新规定是什么,否
风寒感冒症状有哪些,是
请问，拼多多和淘宝哪个好。,否
请问，外卖推荐。,否
讲讲板蓝根,是
请问，防诈骗口诀是什么。,否
著作权怎么保护。,否
你好，请问，花呗额度怎么提升。,否
问一下鹿茸的功效,是
请问，劳动仲裁怎么申请？,否
你好，请问，兔子能当宠物吗？,否
检查出结节中医能消吗。,是
何首乌泡水喝有什么好处,是
你好，请问，猫需要打什么疫苗！,否
你好，请问，桂林山水几月份去最好,否
你好，请问，专利申请流程。,否
什么是三焦,是
请问，物业费包含什么？,否
借呗和花呗有什么区别,否
请问黄芪的功效与作用,是
什么是净值型理财,否
你好，请问，公司注册流程是什么。,否
请问，公积金怎么提取！,否
毛坯房验房注意事项。,否
温胆汤由哪些药组成,是
小柴胡汤怎么用,是
什么是温里药,是
请问，程序员怎么提升自己,否
关节痛外敷什么药,是
怎么查询个人征信，谢谢,否
你好，请问，年终奖怎么扣税。,否
麦冬适合什么人吃,是
能讲讲丁香柿蒂汤的作用吗,是
你好，请问介绍一下补中益气汤,是
请问，动画电影推荐？,否
能讲讲苏子降气汤的功效吗,是
什么人不能吃山药,是
你好，请问，跟团游和自由行哪个好？,否
请问能讲讲泻白散的适应症吗,是
Hi，窗帘买什么颜色好,否
能讲讲四君子汤的组成吗,是
如何注册商标！,否
请问，信号不好怎么解决！,否
汽车打不着火怎么回事？,否
请问，仓鼠怎么养！,否
DNA双螺旋结构谁发现的。,否
公摊面积怎么算！,否
连翘泡水喝有什么好处,是
瑜伽初学者要注意什么,否
请问玉竹的作用是什么,是
能讲讲温经汤的主治吗,是
请问，唐朝为什么被称为盛世,否
请问什么人不能吃何首乌,是
问一下附子的功效,是
决明子是什么药,是
白芍有什么功效,是
肚子胀吃什么药,是
四逆散它的功效是啥,是
请问，今年有什么好看的国产剧？,否
请问，西安兵马俑值得看吗！,否
附近有什么好吃的,否
年金险值得买吗,否
请问，怎么投诉快递！,否
讲讲灵芝,是
请问甘草是什么药,是
显示器和电视当显示器哪个好,否
请问红花的功效与作用,是
拼多多和淘宝哪个好！,否
请问，试用期交社保吗？,否
苍术的药用价值,是
《伤寒论》里有哪些经典方剂,是
什么是量子力学。,否
WiFi6和WiFi5区别大吗？,否
豆瓣评分最高的电影！,否
秦始皇统一六国的顺序。,否
驾照到期怎么换证,否
导赤散它的功效是啥,是
前列腺增生中医怎么治疗！,是
文艺复兴是什么时候。,否
泻白散由哪些药组成,是
能讲讲实脾散的适应症吗,是
成都重庆哪个更好玩,否
山楂的药用价值,是
Hi，祛痘中药推荐,是
公司注册流程是什么,否
养猫好还是养狗好？,否
介绍一下当归补血汤,是
你好，请问介绍一下藿香正气散,是
你好，请问，社保卡丢了怎么补办。,否
请问，借呗和花呗有什么区别！,否
山楂有什么功效,是
你好，胃寒和胃热怎么区分,是
葛根是什么药,是
进击的巨人讲了什么？,否
你好，请问，公积金怎么提取,否
什么人不能吃川贝母,是
熟地黄有什么功效,是
板蓝根的功效与作用,是
说说泻白散的适应症,是
薄荷是什么药,是
切洋葱怎么不流泪,否
你好请问，活血药和破血药区别,是
请问，考驾照科二怎么过,否
天冬有什么功效,是
石斛适合什么人吃,是
请问，咒术回战好看吗,否
水逆是什么？,否
苓桂术甘汤由哪些药组成,是
秦始皇统一六国的顺序！,否
续断是什么药,是
讲讲杜仲,是
鹦鹉怎么教说话！,否
肾气丸的功效是什么,是
请问，ETC怎么办理！,否
你好，请问，信用卡年费能免吗？,否
连翘有副作用吗,是
请问，手机电池不耐用怎么办。,否
手机屏幕裂了值得修吗,否
问一下百合的功效,是
喝什么茶对身体好,否
请问介绍一下厚朴,是
你好，请问，张家界和黄山哪个好玩？,否
借呗和花呗有什么区别！,否
请问，快递丢了怎么赔偿,否
物业费包含什么？,否
你好，请问，秦始皇统一六国的顺序,否
什么是元气,是
什么是心电图,否
什么是期权,否
你好，请问，支付宝被盗刷了怎么办。,否
四逆散的功效是什么,是
介绍一下厚朴,是
想问下泻白散的适应症是什么,是
猪苓汤有什么主治,是
红花适合什么人吃,是
什么是通货膨胀,否
自助餐推荐？,否
益母草泡水喝有什么好处,是
清胃散由哪些药组成,是
请问真武汤的作用,是
你好，《太平惠民和剂局方》是什么,是
你好，请问，电动车续航冬天打几折。,否
介绍一下十全大补汤,是
什么是分布式系统,否
请问，桂林山水几月份去最好。,否
想问下清胃散的功效是什么,是
你好，请问，花呗额度怎么提升？,否
请问，车窗贴膜什么牌子好。,否
你好，请问，可以反复看的电影！,否
你好，请问，支付宝被盗刷了怎么办！,否
想问下，如何成为一名架构师,否
八珍汤怎么用,是
鹿茸和什么搭配效果好,是
你好请问，百万医疗险值得买吗,否
茯苓和什么搭配效果好,是
第一次世界大战的导火索！,否
你好，请问，改革开放是哪一年开始的。,否
天冬的作用是什么,是
你好，请问，显示器和电视当显示器哪个好,否
Hi，《汤头歌诀》是什么书？,是
请问，明天星期几,否
英语四六级怎么过,否
炙甘草汤它的功效是啥,是
容积率是什么意思？,否
川芎茶调散怎么用,是
佩兰和什么搭配效果好,是
空气炸锅推荐,否
你好，请问，去三亚玩几天合适,否
讲讲天麻,是
活血化瘀的中药推荐,是
请问，《金匮要略》的主要内容是什么,是
